12:0:1	0.5611	3	0	3	0	0.009567	0.4538	1.5e-05	0.09769
19:3:4	0.7188	1	0	0	0	0.009828	0.7089	1.1e-05	1e-06
19:2:3	1.137	2	0	0	0	0.005748	1.125	2.5e-05	0.006767
24:2:2	1.782	0	2	0	0	0.004601	1.777	0	1e-06
24:2:3	2.151	2	0	1	0	0.006611	2.135	7e-06	0.00976
24:3:3	0.5677	0	4	0	2	0.002198	0.5437	1.1e-05	0.02169
24:2:5	1.139	1	0	0	0	0.0078	1.131	1.6e-05	0
30:1:1	0.6207	1	2	0	0	0.005669	0.615	1.1e-05	2e-06
125:0:1	0.7122	1	0	1	0	0.007814	0.7023	5e-06	0.002081
125:0:2	1.33	2	0	0	0	0.008226	1.311	7e-06	0.01081
125:1:1	0.9286	1	1	0	0	0.004644	0.9239	0	1e-06
125:2:2	1.042	1	1	0	0	0.005044	1.037	4e-06	0.00012
188:0:1	0.609	1	0	0	0	0.009164	0.5882	1.1e-05	0.0116
188:0:2	0.8152	2	0	0	0	0.008012	0.7876	1e-05	0.01953
188:1:2	0.5318	1	0	0	0	0.005514	0.5191	8e-06	0.007234
188:1:5	0.6635	1	0	0	0	0.007487	0.6363	1.2e-05	0.01966
188:2:2	1.505	0	3	0	0	0.002583	1.503	8e-06	2e-06
188:5:6	0.9611	1	0	0	0	0.01009	0.9383	1.1e-05	0.01262
199:0:1	0.5136	2	0	2	0	0.008717	0.4226	9e-06	0.08224
208:0:1	0.5351	4	0	0	0	0.005043	0.507	1.9e-05	0.02301
244:0:2	0.8208	2	0	0	0	0.00731	0.7931	1e-05	0.02036
264:0:0	0.6272	2	3	0	0	0.00351	0.6235	1.8e-05	4e-06
297:0:1	0.8996	2	0	0	0	0.008262	0.8746	1.1e-05	0.01665
297:0:0	1.254	1	3	0	0	0.002121	1.252	1.2e-05	3e-06
306:0:0	0.9569	1	2	0	0	0.006011	0.9508	0	2e-06
306:0:1	0.7615	2	0	0	0	0.01016	0.7247	6e-06	0.02652
313:1:1	0.6677	2	1	0	0	0.003865	0.6583	1e-05	0.005401
313:1:3	0.6076	2	0	1	0	0.008802	0.5606	1.2e-05	0.03807
323:1:1	1.208	1	3	1	3	0.003546	1.127	1.4e-05	0.07729
378:1:10	0.8118	1	0	1	0	0.009494	0.7411	1e-05	0.06118
400:0:0	0.8363	1	3	1	1	0.00594	0.7672	1.3e-05	0.06308
400:0:1	0.8854	1	0	0	0	0.007691	0.8566	1e-05	0.02101
400:1:1	0.7237	0	3	0	0	0.002301	0.7213	8e-06	2e-06
415:1:1	0.6246	0	2	0	0	0.004289	0.6202	5e-06	1e-06
415:0:1	0.8544	1	0	0	0	0.007715	0.8262	1.2e-05	0.02032
431:1:1	0.806	0	3	0	0	0.004749	0.8011	9e-06	2e-06
511:0:1	1.912	1	0	1	0	0.007219	1.849	1.1e-05	0.05532
511:1:1	2.852	1	3	0	0	0.006406	2.835	1.5e-05	0.01036
513:2:2	0.5391	0	2	0	0	0.005195	0.5338	6e-06	1e-06
513:1:2	1.148	4	0	0	0	0.007083	1.104	2.2e-05	0.03645
521:0:1	0.594	1	0	0	0	0.009511	0.559	2e-05	0.02545
521:1:1	0.7898	2	2	0	0	0.004245	0.7855	1.6e-05	3e-06
524:0:1	0.5954	1	0	2	0	0.008461	0.495	8e-06	0.09186
524:1:3	0.8828	2	0	0	0	0.007923	0.8506	1.3e-05	0.02428
536:0:0	0.5821	1	2	1	2	0.001664	0.537	9e-06	0.04343
564:0:0	0.8894	1	2	1	2	0.005256	0.8032	1e-05	0.08091
621:0:1	0.7355	1	0	0	0	0.007744	0.7182	2e-06	0.009539
621:1:8	1.925	1	0	0	0	0.008304	1.896	8e-06	0.021
621:1:1	4.056	0	3	0	0	0.004685	4.052	7e-06	2e-06
621:1:12	3.899	1	0	0	0	0.007899	3.881	8e-06	0.01037
627:0:1	0.5902	1	0	0	0	0.007091	0.565	1.2e-05	0.01807
627:1:1	0.615	1	2	0	0	0.00388	0.611	1.4e-05	2e-06
641:0:1	1.209	1	0	1	0	0.005667	1.162	1.2e-05	0.04127
641:1:1	1.595	1	5	1	2	0.003061	1.542	1.8e-05	0.04988
668:1:1	1.754	1	1	0	0	0.005017	1.749	0	2e-06
668:0:1	2.017	1	0	0	0	0.007526	1.993	6e-06	0.01706
672:0:1	0.559	3	0	0	0	0.003604	0.5477	1.3e-05	0.007631
672:1:1	0.6342	0	5	0	0	0.002938	0.6312	1.5e-05	4e-06
681:0:0	0.5727	1	4	1	4	0.006942	0.3216	1.2e-05	0.2441
688:0:0	0.5627	1	2	1	2	0.002552	0.5142	1e-05	0.04583
714:0:0	0.6023	1	1	1	1	0.003259	0.5614	1.4e-05	0.03763
716:1:1	0.6246	0	2	0	0	0.002381	0.6222	9e-06	1e-06
716:0:1	0.6624	1	0	0	0	0.006798	0.638	1.8e-05	0.01759
724:0:1	0.7642	1	0	0	0	0.008685	0.7326	1e-05	0.02291
724:1:1	0.9528	1	2	0	0	0.005647	0.9471	2.3e-05	2e-06
730:0:1	0.5673	1	0	0	0	0.009742	0.5314	1e-05	0.02603
752:0:1	0.9066	1	0	0	0	0.008443	0.877	6e-06	0.02105
752:1:1	1.453	2	2	0	0	0.006783	1.446	0	3e-06
772:1:1	0.6172	1	1	0	0	0.006425	0.6107	8e-06	1e-06
772:0:1	0.854	1	0	0	0	0.009202	0.8219	1.2e-05	0.0229
776:1:1	0.8541	1	1	0	0	0.003233	0.8508	0	1e-06
776:0:1	1.087	1	0	0	0	0.006934	1.063	5e-06	0.01713
777:0:1	2.157	1	0	0	0	0.00786	2.136	8e-06	0.01326
779:0:0	0.9757	5	4	5	1	0.006006	0.6604	1.9e-05	0.3091
777:1:1	3.627	1	3	0	2	0.006324	3.611	3e-06	0.009726
780:0:1	0.9522	1	0	0	0	0.006676	0.9291	1.1e-05	0.0163
780:1:1	1.671	2	2	0	2	0.002597	1.626	1.7e-05	0.04238
