605:1:12	4.581	1	0	0	0	0.008077	4.562	6e-06	0.01032
744:1:1	3.492	1	3	0	2	0.00627	3.475	3e-06	0.01004
605:1:8	2.788	1	0	0	0	0.008182	2.759	8e-06	0.02025
605:1:1	2.778	0	1	0	0	0.004774	2.774	0	0
494:0:0	2.503	1	4	0	0	0.006069	2.487	1.7e-05	0.01033
177:1:1	2.29	0	5	0	0	0.002502	2.287	1.6e-05	4e-06
744:0:1	1.952	1	0	0	0	0.007803	1.932	7e-06	0.01197
237:0:1	1.926	2	0	1	0	0.006368	1.91	5e-06	0.009852
639:1:1	1.884	1	2	0	2	0.00429	1.879	0	0.000226
749:1:1	1.671	2	2	0	0	0.002445	1.669	1.8e-05	3e-06
639:0:1	1.602	1	0	0	0	0.006771	1.578	7e-06	0.01693
494:0:1	1.511	1	0	1	0	0.007312	1.45	1.5e-05	0.0534
177:5:6	1.236	1	0	0	0	0.009962	1.213	1.1e-05	0.01319
605:0:1	1.175	1	0	0	0	0.007434	1.158	2e-06	0.009624
750:0:1	1.138	1	0	0	0	0.006944	1.115	5e-06	0.01628
177:5:5	1.122	1	3	0	2	0.004827	1.032	1.4e-05	0.08518
112:0:2	1.077	2	0	0	0	0.008647	1.058	8e-06	0.01082
665:0:0	1.039	1	3	1	3	0.002754	0.9745	1.4e-05	0.06201
394:1:1	1.033	0	4	0	0	0.00238	1.03	1e-05	3e-06
749:0:1	1.004	1	0	0	0	0.006745	0.9801	1e-05	0.01721
237:0:2	0.9943	1	0	0	0	0.007417	0.9868	1e-05	1e-06
497:1:2	0.9857	3	0	0	0	0.007332	0.9502	1.3e-05	0.02812
394:0:1	0.9524	1	0	0	0	0.007871	0.9235	1.4e-05	0.02096
746:0:0	0.9086	5	4	4	1	0.00589	0.5991	2.5e-05	0.3032
495:1:2	0.9016	3	0	0	0	0.007889	0.8701	1.6e-05	0.02355
177:0:1	0.8783	2	0	1	0	0.007959	0.8281	2.3e-05	0.04217
736:0:1	0.865	1	0	0	0	0.008912	0.8332	1.2e-05	0.02283
665:0:1	0.8633	1	0	0	0	0.005973	0.8434	1.1e-05	0.0139
280:1:1	0.8532	1	2	0	0	0.006134	0.847	0	2e-06
20:1:3	0.8443	3	0	0	0	0.005378	0.8323	1.5e-05	0.006559
274:0:1	0.8408	2	0	0	0	0.008015	0.8159	1.2e-05	0.01683
177:2:5	0.8344	1	0	0	0	0.007598	0.8172	1.6e-05	0.009467
625:1:1	0.7832	1	4	1	1	0.003092	0.7286	1.6e-05	0.05131
177:0:2	0.7718	1	0	0	0	0.008968	0.7506	1.4e-05	0.01211
751:0:0	0.7699	1	1	1	1	0.005672	0.6949	7e-06	0.06922
718:1:1	0.7695	2	2	0	0	0.006556	0.7628	0	3e-06
237:0:0	0.7686	0	1	0	0	0.004371	0.7642	0	0
112:2:2	0.7647	1	1	0	0	0.005151	0.7595	3e-06	1e-06
549:1:1	0.7318	1	2	0	0	0.003967	0.7277	1.3e-05	2e-06
549:0:1	0.7258	1	0	0	0	0.007343	0.6999	1.1e-05	0.01855
750:1:1	0.7256	1	1	0	0	0.003008	0.7226	0	1e-06
510:1:1	0.7209	2	2	0	0	0.004243	0.7166	1.9e-05	3e-06
177:1:2	0.7009	1	0	0	0	0.005483	0.6881	6e-06	0.007243
112:1:1	0.691	1	1	0	0	0.004587	0.6864	0	1e-06
394:0:0	0.6902	1	3	0	0	0.006135	0.684	8e-06	3e-06
649:0:1	0.6571	3	0	0	0	0.003603	0.6459	1.5e-05	0.007492
718:0:1	0.6391	1	0	0	0	0.008346	0.6094	6e-06	0.02129
20:3:5	0.6311	1	0	0	0	0.009559	0.6215	1.4e-05	0
300:4:5	0.6172	1	0	2	0	0.009051	0.5344	1.2e-05	0.07364
186:0:1	0.6155	2	0	2	0	0.008773	0.5344	9e-06	0.07231
280:0:1	0.6091	2	0	0	0	0.01054	0.5707	5e-06	0.0277
655:0:0	0.5928	1	4	1	3	0.006998	0.3352	9e-06	0.2505
300:4:4	0.5821	1	2	0	0	0.003805	0.5728	1.1e-05	0.005303
198:0:1	0.5806	4	0	0	0	0.005824	0.5511	1.8e-05	0.02354
274:0:0	0.5733	1	2	0	0	0.001964	0.5713	5e-06	2e-06
307:2:2	0.565	0	2	0	0	0.003053	0.5619	5e-06	1e-06
112:0:1	0.5641	1	0	0	0	0.008102	0.5455	6e-06	0.01048
20:1:2	0.5628	1	0	0	0	0.006126	0.5403	1.2e-05	0.01634
552:0:0	0.5523	1	2	1	2	0.005204	0.4663	1.1e-05	0.08067
699:0:1	0.5452	2	0	0	0	0.006752	0.5213	1e-05	0.01702
625:0:1	0.536	1	0	0	0	0.005788	0.5163	1e-05	0.01376
510:0:1	0.5275	1	0	0	0	0.009315	0.4927	1.6e-05	0.02542
364:1:9	0.5249	1	0	0	0	0.009329	0.4918	1.1e-05	0.02382
582:0:1	0.5159	1	0	0	0	0.003756	0.5032	1.2e-05	0.008896
255:0:1	0.5094	1	0	1	0	0.00867	0.4514	5e-06	0.04928
177:0:0	0.5089	0	3	0	0	0.005554	0.5033	1.1e-05	2e-06
